,EMPLOYEE_ID,GENDER,ETHNICITY,JOB_STATUS,DEPARTMENT_TITLE,DEPARTMENT_NBR,JOB_CLASS_TITLE,EMPLOYMENT_DATE,ANNUAL_ADDITIONAL_PAY,ANNUAL_BASE_RATE,ANNUAL_RATE
45321,386106,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
45370,228204,Female,Black,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
45388,386019,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
45433,386042,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
45668,386016,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
45669,386057,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
45779,386054,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
45801,386038,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
45839,386010,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
45840,386046,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
45902,386114,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
45925,386008,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
45971,386014,Female,Caucasian,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
46021,386009,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
46022,386012,Female,Black,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
46071,386024,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
46161,386007,Female,Caucasian,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
46257,386043,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
46277,386015,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,2017-04-30,0.0,32551.92,32551.92
23310,98612,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-04,0.0,35141.04,35141.04
45209,386055,Female,Caucasian,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-04,0.0,35141.04,35141.04
46227,386035,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-04,0.0,35141.04,35141.04
44984,386058,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-05-04,0.0,25056.0,25056.0
45431,386575,Female,Other,Active,REC & PARKS PART TIME,7903,PARK ACTIVITY MONITOR,2017-05-07,0.0,40674.24,40674.24
45392,386324,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION INSTRUCTOR,2017-05-07,0.0,36748.8,36748.8
45596,386576,Female,Black,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-07,0.0,35141.04,35141.04
45156,386573,Female,Asian,Active,REC & PARKS PART TIME,7903,ASST PARK SVCS ATTND I,2017-05-07,0.0,32071.68,32071.68
45709,386579,Female,Caucasian,Active,REC & PARKS PART TIME,7903,ASST PARK SVCS ATTND I,2017-05-07,0.0,32071.68,32071.68
45481,386209,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-08,0.0,35141.04,35141.04
45186,386304,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-10,0.0,35141.04,35141.04
46231,386301,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-10,0.0,35141.04,35141.04
45040,386311,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-05-10,0.0,25056.0,25056.0
45187,386306,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-05-10,0.0,25056.0,25056.0
45760,386433,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-12,0.0,35141.04,35141.04
45844,386437,Female,Black,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-12,0.0,35141.04,35141.04
45072,386438,Female,Caucasian,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-05-12,0.0,25056.0,25056.0
45096,386535,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-13,0.0,35141.04,35141.04
45157,386584,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-13,0.0,35141.04,35141.04
45403,386545,Female,Asian,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-13,0.0,35141.04,35141.04
45708,386540,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-13,0.0,35141.04,35141.04
45741,386539,Female,Black,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-13,0.0,35141.04,35141.04
45843,386544,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-13,0.0,35141.04,35141.04
45882,386585,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-13,0.0,35141.04,35141.04
45974,386583,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-13,0.0,31320.0,31320.0
45097,386543,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-05-13,0.0,25056.0,25056.0
46281,386548,Female,Caucasian,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-05-13,0.0,25056.0,25056.0
44874,382581,Female,Asian,Active,REC & PARKS PART TIME,7903,ADMINISTRATIVE CLERK,2017-05-14,0.0,37584.0,37584.0
45270,387375,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-16,0.0,31320.0,31320.0
45098,386654,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-17,0.0,35141.04,35141.04
45137,386658,Female,Caucasian,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-17,0.0,35141.04,35141.04
45671,386653,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-17,0.0,35141.04,35141.04
45036,387797,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45104,387808,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45174,387374,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45197,387358,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45333,387723,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45357,387675,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45361,387725,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45410,387672,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45412,387722,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45453,387719,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45454,387724,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45518,387685,Female,Black,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45582,387532,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45583,387676,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45610,387894,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45675,387721,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45915,387677,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45981,387669,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
46058,387671,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
46059,387673,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
46127,387684,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
46145,387356,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
46150,387718,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
46180,387674,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
46200,387362,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
46267,387686,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
46282,236346,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-19,0.0,31320.0,31320.0
45845,387013,Female,Other,Active,REC & PARKS PART TIME,7903,PARK ACTIVITY MONITOR,2017-05-21,0.0,40674.24,40674.24
45935,387245,Female,Other,Active,REC & PARKS PART TIME,7903,PARK ACTIVITY MONITOR,2017-05-21,0.0,40674.24,40674.24
46139,387014,Female,Other,Active,REC & PARKS PART TIME,7903,PARK ACTIVITY MONITOR,2017-05-21,0.0,40674.24,40674.24
45557,386959,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-21,0.0,35141.04,35141.04
45651,387285,Female,Other,Active,REC & PARKS PART TIME,7903,COOK I,2017-05-21,0.0,34932.24,34932.24
44990,387030,Female,Black,Active,REC & PARKS PART TIME,7903,MUSEUM GUIDE,2017-05-21,0.0,33700.32,33700.32
44989,386964,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SPECIAL PROG ASST II,2017-05-21,0.0,32071.68,32071.68
45803,386967,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SPECIAL PROG ASST II,2017-05-21,0.0,32071.68,32071.68
45823,386952,Female,Caucasian,Active,REC & PARKS PART TIME,7903,ASST PARK SVCS ATTND I,2017-05-21,0.0,32071.68,32071.68
46073,386955,Female,Caucasian,Active,REC & PARKS PART TIME,7903,ASST PARK SVCS ATTND I,2017-05-21,0.0,32071.68,32071.68
46171,387272,Female,Other,Active,REC & PARKS PART TIME,7903,ADMINISTRATIVE CLERK,2017-05-23,0.0,37584.0,37584.0
45805,387027,Female,Caucasian,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-23,0.0,35141.04,35141.04
45634,387214,Female,Other,Active,REC & PARKS PART TIME,7903,RESIDENTIAL CAMP COUNSELOR,2017-05-26,0.0,31320.0,31320.0
45119,387629,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SECURITY OFFICER,2017-05-28,0.0,41342.4,41342.4
46178,387631,Female,Hispanic,Active,REC & PARKS PART TIME,7903,PARK ACTIVITY MONITOR,2017-05-28,0.0,40674.24,40674.24
45447,387624,Female,Caucasian,Active,REC & PARKS PART TIME,7903,PROGRAM AIDE,2017-05-28,0.0,37229.04,37229.04
45486,387626,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-28,0.0,35141.04,35141.04
45914,387627,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-28,0.0,35141.04,35141.04
45809,387625,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-05-28,0.0,25056.0,25056.0
45517,387352,Female,Black,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-05-31,0.0,35141.04,35141.04
45464,387349,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-05-31,0.0,25056.0,25056.0
45887,387351,Female,Caucasian,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-05-31,0.0,25056.0,25056.0
35027,358196,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-01,0.0,35141.04,35141.04
45253,387381,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-01,0.0,35141.04,35141.04
45255,387402,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-01,0.0,35141.04,35141.04
45271,387376,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-01,0.0,35141.04,35141.04
45272,387385,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-01,0.0,35141.04,35141.04
45354,387373,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-01,0.0,35141.04,35141.04
45654,387386,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-01,0.0,35141.04,35141.04
45910,387378,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-01,0.0,35141.04,35141.04
45937,387369,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-01,0.0,35141.04,35141.04
45978,387404,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-01,0.0,35141.04,35141.04
46053,387403,Female,Black,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-01,0.0,35141.04,35141.04
46082,387383,Female,Caucasian,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-01,0.0,35141.04,35141.04
45673,387377,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SPECIAL PROG ASST II,2017-06-01,0.0,32071.68,32071.68
45466,387405,Female,Caucasian,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-06-01,0.0,25056.0,25056.0
46202,387407,Female,Caucasian,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-06-01,0.0,25056.0,25056.0
25504,279169,Female,Black,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45014,387485,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45115,387392,Female,Asian,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45196,387333,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45198,387366,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45254,387396,Female,American Indian,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45257,387431,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45258,387455,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45269,387357,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45277,387613,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45326,387337,Female,Caucasian,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45329,387438,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45353,387365,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45377,387439,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45399,387384,Female,Other,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45441,387595,Female,American Indian,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45443,387600,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45465,387394,Female,Caucasian,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45467,387425,Female,Asian,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45531,387612,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45560,387322,Female,Asian,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45652,387359,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45657,387598,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45658,387611,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45696,387484,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45713,387430,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45729,387444,Female,Caucasian,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45868,387379,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45886,387348,Female,Asian,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45979,387602,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
46008,387446,Female,Caucasian,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
46036,387589,Female,Asian,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
46081,387355,Female,Asian,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
46083,387428,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
46198,387338,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
46203,387465,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
46204,387610,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
46241,387326,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
46265,387594,Female,Hispanic,Active,REC & PARKS PART TIME,7903,LOCKER ROOM ATTENDANT,2017-06-02,0.0,31946.4,31946.4
45982,387678,Female,Asian,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-04,0.0,35141.04,35141.04
47386,388082,Female,Other,Active,REC & PARKS PART TIME,7903,SPECIAL PROG ASST II,2017-06-06,0.0,32071.68,32071.68
45054,387649,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-06-07,0.0,25056.0,25056.0
46179,387647,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-06-07,0.0,25056.0,25056.0
25379,282409,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-08,0.0,35141.04,35141.04
31802,325457,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-08,0.0,35141.04,35141.04
45332,387666,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-06-08,0.0,25056.0,25056.0
45029,387737,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-09,0.0,35141.04,35141.04
45358,387710,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-09,0.0,35141.04,35141.04
45360,387717,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-09,0.0,35141.04,35141.04
45451,387714,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-09,0.0,35141.04,35141.04
45452,387716,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-09,0.0,35141.04,35141.04
45987,387711,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-09,0.0,35141.04,35141.04
45988,387713,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-09,0.0,35141.04,35141.04
46060,387712,Female,Black,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-09,0.0,35141.04,35141.04
46268,387706,Female,Black,Active,REC & PARKS PART TIME,7903,SPECIAL PROG ASST II,2017-06-09,0.0,32071.68,32071.68
45362,387738,Female,Black,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-06-09,0.0,25056.0,25056.0
45413,387733,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-06-09,0.0,25056.0,25056.0
45990,387735,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-06-09,0.0,25056.0,25056.0
46063,387732,Female,Black,Active,REC & PARKS PART TIME,7903,RECREATION AIDE,2017-06-09,0.0,25056.0,25056.0
45035,387795,Female,Caucasian,Active,REC & PARKS PART TIME,7903,RECREATION INSTRUCTOR,2017-06-10,0.0,36748.8,36748.8
35292,358106,Female,Black,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-10,0.0,35141.04,35141.04
45034,387789,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-10,0.0,35141.04,35141.04
45538,387793,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-10,0.0,35141.04,35141.04
45539,387794,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-10,0.0,35141.04,35141.04
46039,387796,Female,Hispanic,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-10,0.0,35141.04,35141.04
46152,387792,Female,Caucasian,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-10,0.0,35141.04,35141.04
46246,387747,Female,Other,Active,REC & PARKS PART TIME,7903,RECREATION ASST,2017-06-10,0.0,35141.04,35141.04
