,EMPLOYEE_ID,GENDER,ETHNICITY,JOB_STATUS,DEPARTMENT_TITLE,DEPARTMENT_NBR,JOB_CLASS_TITLE,EMPLOYMENT_DATE,ANNUAL_ADDITIONAL_PAY,ANNUAL_BASE_RATE,ANNUAL_RATE
6303,37062,Female,Black,Active,AIRPORTS,101,SR COMMUN OPERATOR II,1989-04-24,0.0,79636.32,79636.32
15140,54127,Female,Filipino,Active,AIRPORTS,101,ACCOUNTING CLERK,1989-05-21,0.0,69697.44,69697.44
4642,26364,Female,Black,Active,AIRPORTS,101,CUSTODIAN SUPERVISOR,1989-06-20,3240.84,58923.36,62164.2
12512,57697,Female,Hispanic,Active,AIRPORTS,101,GARDENER CARETAKER,1989-06-26,0.0,56438.64,56438.64
1172,29775,Female,Black,Active,AIRPORTS,101,SR ADMINISTRATIVE CLERK,1989-07-10,0.0,66001.68,66001.68
1343,22425,Female,Filipino,Active,AIRPORTS,101,DEPT CHIEF ACCT IV,1989-07-17,0.0,170422.56,170422.56
4176,21642,Female,Black,Active,AIRPORTS,101,ACCOUNTING CLERK,1989-08-28,0.0,69697.44,69697.44
18254,58322,Female,Filipino,Active,AIRPORTS,101,SR MGMT ANALYST II,1989-09-18,0.0,146744.64,146744.64
17697,38067,Female,Hispanic,Active,AIRPORTS,101,SR MGMT ANALYST II,1989-10-22,0.0,108889.2,108889.2
3308,53040,Female,Hispanic,Active,AIRPORTS,101,SR MGMT ANALYST II,1989-10-23,0.0,146744.64,146744.64
17954,55080,Female,Black,Leave,AIRPORTS,101,MANAGEMENT ANALYST,1989-11-06,0.0,95004.0,95004.0
12859,50966,Female,Black,Active,AIRPORTS,101,ADMINISTRATIVE CLERK,1989-11-13,0.0,53473.68,53473.68
17254,13812,Female,Caucasian,Active,AIRPORTS,101,MANAGEMENT ANALYST,1989-12-11,0.0,100307.52,100307.52
5151,18974,Female,Asian,Active,AIRPORTS,101,SR MGMT ANALYST II,1989-12-18,0.0,146744.64,146744.64
15906,58659,Female,Asian,Active,AIRPORTS,101,PR ACCOUNTANT II,1989-12-18,0.0,120039.12,120039.12
8614,29028,Female,Black,Active,AIRPORTS,101,SECURITY OFFICER,1990-01-18,3233.79,58798.08,62031.87
11018,41578,Female,Black,Active,AIRPORTS,101,MANAGEMENT ANALYST,1990-02-20,0.0,100307.52,100307.52
16201,53699,Female,Black,Active,AIRPORTS,101,COMMUN INFO REP III,1990-03-05,7813.82,71033.76,78847.58
4434,16818,Female,Hispanic,Leave,AIRPORTS,101,SR ADMINISTRATIVE CLERK,1990-03-07,0.0,64707.12,64707.12
2823,55612,Female,Asian,Active,AIRPORTS,101,ENVIRN AFFRS OFC,1990-03-12,0.0,144677.52,144677.52
12990,36609,Female,Asian,Active,AIRPORTS,101,ACCOUNTING CLERK,1990-03-12,0.0,69697.44,69697.44
6800,60855,Female,Filipino,Active,AIRPORTS,101,SR MGMT ANALYST I,1990-03-18,0.0,106279.2,106279.2
7449,17257,Female,Asian,Active,AIRPORTS,101,INFO SYSTEM MGR I,1990-03-19,0.0,158500.08,158500.08
3946,18054,Female,Caucasian,Active,AIRPORTS,101,CH MANAGEMENT ANALYST,1990-04-02,0.0,175120.56,175120.56
9110,32377,Female,Black,Active,AIRPORTS,101,AIRP MANAGER II,1990-04-16,0.0,163511.28,163511.28
8700,23337,Female,Black,Active,AIRPORTS,101,SR MGMT ANALYST II,1990-04-23,0.0,146744.64,146744.64
17114,15974,Female,Black,Active,AIRPORTS,101,MANAGEMENT ANALYST,1990-04-23,0.0,85232.16,85232.16
1220,30193,Female,Black,Active,AIRPORTS,101,SECURITY OFFICER,1990-07-01,3233.79,58798.08,62031.87
9466,27909,Female,Black,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1990-07-01,1311.0,47669.04,48980.04
3498,48352,Female,Caucasian,Active,AIRPORTS,101,AIRPORT ENGINEER I,1990-07-27,0.0,131063.76,131063.76
18397,40445,Female,Caucasian,Active,AIRPORTS,101,SECRETARY,1990-09-10,0.0,71722.8,71722.8
14898,25669,Female,Black,Active,AIRPORTS,101,CH COMMUNICATIONS OPER,1990-09-24,0.0,88468.56,88468.56
13230,52340,Female,Hispanic,Active,AIRPORTS,101,SR CUSTODIAN I - AIRPORT,1990-09-24,4330.51,52492.32,56822.83
13524,56950,Female,Filipino,Active,AIRPORTS,101,MANAGEMENT ANALYST,1990-10-07,0.0,100307.52,100307.52
10620,42549,Female,Black,Active,AIRPORTS,101,ACCOUNTING CLERK,1990-10-09,0.0,69697.44,69697.44
10250,34774,Female,Black,Active,AIRPORTS,101,AIRPORT INFO SPEC II,1990-10-22,0.0,83332.08,83332.08
15155,22839,Female,Caucasian,Active,AIRPORTS,101,MANAGEMENT ANALYST,1990-11-06,0.0,100307.52,100307.52
17061,13935,Female,Black,Active,AIRPORTS,101,SR MGMT ANALYST II,1990-11-19,0.0,131648.4,131648.4
11215,37154,Female,Asian,Active,AIRPORTS,101,CH MANAGEMENT ANALYST,1990-11-26,0.0,161423.28,161423.28
6032,47097,Female,Black,Active,AIRPORTS,101,SR MGMT ANALYST II,1990-11-26,0.0,114944.4,114944.4
6704,58347,Female,Filipino,Active,AIRPORTS,101,PR ACCOUNTANT I,1990-11-26,0.0,104901.12,104901.12
11750,43699,Female,Hispanic,Active,AIRPORTS,101,AIRP MANAGER II,1990-12-03,0.0,154866.96,154866.96
9778,31910,Female,Black,Active,AIRPORTS,101,PROGRAMMER/ANALYST IV,1990-12-10,0.0,116698.32,116698.32
11222,44489,Female,Black,Active,AIRPORTS,101,CH MANAGEMENT ANALYST,1991-01-16,0.0,161423.28,161423.28
10736,40141,Female,Black,Active,AIRPORTS,101,MANAGEMENT ANALYST,1991-01-28,0.0,92477.52,92477.52
13500,16334,Female,Black,Active,AIRPORTS,101,SR.AIRPORT ENGINEER I,1991-03-04,0.0,149542.56,149542.56
15671,54768,Female,Black,Active,AIRPORTS,101,RISK & INSURANCE ASST,1991-03-18,0.0,78237.36,78237.36
14086,52192,Female,Black,Active,AIRPORTS,101,INFO SYSTEM MGR II,1991-04-15,0.0,165870.72,165870.72
11323,42781,Female,Hispanic,Active,AIRPORTS,101,AIRPORT GUIDE II,1991-05-15,4605.08,41864.4,46469.48
17167,12543,Female,Caucasian,Active,AIRPORTS,101,CH AIRPORT PLAN I,1991-06-03,0.0,153426.24,153426.24
8003,21908,Female,Hispanic,Active,AIRPORTS,101,CIVIL ENGRG ASSOC IV,1991-06-10,0.0,127555.92,127555.92
9721,31877,Female,Black,Active,AIRPORTS,101,PR SECURITY OFFICER,1991-06-16,0.0,71722.8,71722.8
14794,19049,Female,Black,Active,AIRPORTS,101,SR ADMINISTRATIVE CLERK,1991-06-16,0.0,66001.68,66001.68
10447,54339,Female,Caucasian,Active,AIRPORTS,101,SR CIVIL ENGINEER,1991-06-24,0.0,149981.04,149981.04
2260,35018,Female,Black,Active,AIRPORTS,101,ACCOUNTING CLERK,1991-07-01,0.0,69697.44,69697.44
898,28948,Female,Black,Active,AIRPORTS,101,COMMUN INFO REP III,1991-07-15,0.0,71033.76,71033.76
9339,25188,Female,Black,Active,AIRPORTS,101,SECURITY OFFICER,1991-07-15,11318.53,58798.08,70116.61
3082,57067,Female,Asian,Active,AIRPORTS,101,AIRPORT ENGINEER I,1991-07-29,0.0,150127.2,150127.2
15933,52481,Female,Hispanic,Active,AIRPORTS,101,SR MGMT ANALYST II,1991-08-04,0.0,146744.64,146744.64
12614,55123,Female,Black,Active,AIRPORTS,101,SR PERSONNEL ANALYST I,1991-08-19,0.0,123400.8,123400.8
5169,31276,Female,Black,Active,AIRPORTS,101,SR SECURITY OFFICER,1991-09-23,12387.84,64352.16,76740.0
5974,35659,Female,Black,Active,AIRPORTS,101,SR SECURITY OFFICER,1991-09-23,3539.42,64352.16,67891.58
12439,52651,Female,Black,Active,AIRPORTS,101,SR ADMINISTRATIVE CLERK,1991-10-15,0.0,66001.68,66001.68
114,14107,Female,Filipino,Active,AIRPORTS,101,PR ACCOUNTANT II,1991-11-04,0.0,120039.12,120039.12
6840,60449,Female,Hispanic,Active,AIRPORTS,101,SR ADMINISTRATIVE CLERK,1991-11-12,0.0,66001.68,66001.68
5790,43362,Female,Hispanic,Active,AIRPORTS,101,AIRPORT POLICE OFCR III,1992-01-06,7830.0,98177.76,106007.76
8316,18070,Female,Asian,Active,AIRPORTS,101,DIR OF AIRPRTS OPERATNS,1992-01-12,0.0,205897.68,205897.68
9736,38477,Female,Caucasian,Active,AIRPORTS,101,RIDESHARE PROGM ADMNSTR,1992-02-23,0.0,151567.92,151567.92
15417,47376,Female,Hispanic,Active,AIRPORTS,101,MANAGEMENT ANALYST,1992-02-24,0.0,100307.52,100307.52
12533,54763,Female,Black,Active,AIRPORTS,101,AIRPORT POLICE CAPTAIN,1992-03-30,0.0,173638.08,173638.08
6503,49711,Female,Black,Active,AIRPORTS,101,AIRPORT POLICE OFCR II,1992-03-30,7830.0,92895.12,100725.12
10006,34236,Female,Asian,Active,AIRPORTS,101,GRAPHICS SUPERVISOR II,1992-04-05,0.0,124758.0,124758.0
6647,57048,Female,Unknown,Active,AIRPORTS,101,AIRPORT GUIDE II,1992-05-04,2302.54,41864.4,44166.94
10474,37071,Female,Black,Active,AIRPORTS,101,SR ADMINISTRATIVE CLERK,1992-06-01,0.0,66001.68,66001.68
2974,41559,Female,Asian,Active,AIRPORTS,101,MANAGEMENT ANALYST,1992-06-22,0.0,100307.52,100307.52
16722,32059,Female,Hispanic,Active,AIRPORTS,101,AIRPORT ENGINEER I,1992-06-28,0.0,142192.8,142192.8
5543,41767,Female,Black,Active,AIRPORTS,101,DEPUTY G M AIRPT / 1,1992-06-29,0.0,241894.8,241894.8
13522,30377,Female,Asian,Active,AIRPORTS,101,ENVIRN AFFRS OFC,1992-06-29,0.0,144677.52,144677.52
8135,16775,Female,Asian,Active,AIRPORTS,101,FISCAL SYSTEMS SPEC I,1992-07-12,0.0,125697.6,125697.6
12446,56484,Female,Asian,Active,AIRPORTS,101,AIRPORT GUIDE I,1992-07-20,2184.31,39713.76,41898.07
16015,23660,Female,Caucasian,Active,AIRPORTS,101,CIVIL ENGRG ASSOC IV,1992-07-27,0.0,127555.92,127555.92
9861,31968,Female,Black,Active,AIRPORTS,101,ACCOUNTING CLERK,1992-10-19,0.0,69697.44,69697.44
8070,18224,Female,Caucasian,Active,AIRPORTS,101,SECRETARY,1992-11-09,0.0,71722.8,71722.8
10057,33584,Female,Hispanic,Active,AIRPORTS,101,AIRPORT GUIDE I,1992-12-07,4368.62,39713.76,44082.38
7708,22721,Female,Black,Active,AIRPORTS,101,SR ADMINISTRATIVE CLERK,1993-05-03,0.0,66001.68,66001.68
1324,23362,Female,Black,Active,AIRPORTS,101,COMPUTER OPERATOR II,1993-05-10,0.0,70845.84,70845.84
14084,52124,Female,Black,Active,AIRPORTS,101,MANAGEMENT ANALYST,1993-07-12,0.0,100307.52,100307.52
17748,45823,Female,Black,Active,AIRPORTS,101,SR MGMT ANALYST II,1994-01-10,0.0,146744.64,146744.64
7350,10775,Female,Black,Active,AIRPORTS,101,COMMUN ENGRG ASSOC IV,1994-08-16,0.0,127555.92,127555.92
16491,40718,Female,Black,Active,AIRPORTS,101,MANAGEMENT ANALYST,1994-10-11,0.0,100307.52,100307.52
13828,60249,Female,Filipino,Active,AIRPORTS,101,FISCAL SYSTEMS SPEC II,1994-12-11,0.0,146765.52,146765.52
14728,37210,Female,Caucasian,Active,AIRPORTS,101,SECURITY OFFICER,1994-12-17,11318.53,58798.08,70116.61
770,24220,Female,Hispanic,Active,AIRPORTS,101,ACCOUNTING CLERK,1994-12-25,0.0,60865.2,60865.2
8093,17920,Female,Caucasian,Active,AIRPORTS,101,EXEC ASST AIRPORTS,1995-01-03,0.0,188483.76,188483.76
44149,36593,Female,Caucasian,Active,AIRPORTS,101,CARPENTER SUPVR,1995-01-09,5307.96,96507.36,101815.32
18129,52814,Female,Caucasian,Active,AIRPORTS,101,SR COMMUN ENGINEER,1995-02-05,0.0,149981.04,149981.04
8996,25707,Female,Hispanic,Active,AIRPORTS,101,WORKERS COMP ANALYST,1995-02-13,0.0,98073.36,98073.36
5119,30217,Female,Black,Active,AIRPORTS,101,SECRETARY,1995-02-22,0.0,71722.8,71722.8
11032,40596,Female,Black,Active,AIRPORTS,101,INFO SYSTEM MGR II,1995-02-26,0.0,175120.56,175120.56
12170,45341,Female,Caucasian,Active,AIRPORTS,101,RISK & INSURANCE ASST,1995-02-26,0.0,78237.36,78237.36
8678,28502,Female,Caucasian,Active,AIRPORTS,101,EMERGNCY MGT COORD II,1995-05-08,0.0,143341.2,0.0
7715,19946,Female,Hispanic,Active,AIRPORTS,101,SR COMMUN OPERATOR II,1995-05-10,4380.1,79636.32,84016.42
786,24802,Female,Hispanic,Active,AIRPORTS,101,COMNTY PROGRM DIRECTOR,1995-05-30,0.0,115863.12,115863.12
3898,19229,Female,Filipino,Active,AIRPORTS,101,AIRP PUB/COMM REL DIR II,1995-09-05,0.0,157602.24,157602.24
10468,38547,Female,Hispanic,Active,AIRPORTS,101,EXEC ADMIN ASST II,1995-10-29,0.0,79573.68,79573.68
47605,35538,Female,Black,Active,AIRPORTS,101,ADMINISTRATIVE CLERK,1995-11-06,0.0,53473.68,53473.68
4330,34103,Female,Black,Active,AIRPORTS,101,SR SECURITY OFFICER,1995-11-15,12387.84,64352.16,76740.0
6252,35807,Female,Black,Active,AIRPORTS,101,MANAGEMENT ANALYST,1995-11-26,0.0,100307.52,100307.52
11794,43108,Female,Black,Active,AIRPORTS,101,CUSTODIAN SUPERVISOR,1995-11-27,3240.84,58923.36,62164.2
13412,21436,Female,Hispanic,Active,AIRPORTS,101,MANAGEMENT ANALYST,1995-12-03,0.0,100307.52,100307.52
14967,19042,Female,Black,Active,AIRPORTS,101,MANAGEMENT ANALYST,1995-12-03,0.0,100307.52,100307.52
13459,16092,Female,Black,Active,AIRPORTS,101,MAINTENANCE LABORER,1995-12-04,0.0,51907.68,51907.68
5251,39130,Female,Hispanic,Leave,AIRPORTS,101,COMMUN INFO REP III,1995-12-25,0.0,0.0,0.0
10818,42868,Female,Black,Active,AIRPORTS,101,PROCUREMENT SUPERVISOR,1996-01-07,0.0,118473.12,118473.12
18217,49020,Female,Black,Active,AIRPORTS,101,SR ADMINISTRATIVE CLERK,1996-01-22,0.0,57628.8,57628.8
13576,58777,Female,Hispanic,Active,AIRPORTS,101,ADMINISTRATIVE CLERK,1996-02-05,0.0,53473.68,53473.68
11185,36825,Female,Caucasian,Active,AIRPORTS,101,AIRPORT GUIDE II,1996-02-05,0.0,41864.4,41864.4
4782,24187,Female,Black,Active,AIRPORTS,101,DEPARTMENTAL AUDIT MGR,1996-02-20,0.0,175120.56,175120.56
1643,36114,Female,Hispanic,Active,AIRPORTS,101,SR COMMUN OPERATOR II,1996-02-25,4380.1,79636.32,84016.42
5116,30195,Female,Black,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1996-03-04,0.0,47669.04,47669.04
13187,56214,Female,Hispanic,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1996-03-05,0.0,47669.04,47669.04
14985,60784,Female,Hispanic,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1996-03-06,2621.75,47669.04,50290.79
7946,16970,Female,Black,Active,AIRPORTS,101,COMMUN INFO REP III,1996-03-11,7813.82,71033.76,78847.58
10943,41734,Female,Hispanic,Leave,AIRPORTS,101,AIRPORT GUIDE I,1996-03-20,2140.72,38920.32,41061.04
13242,37552,Female,Black,Leave,AIRPORTS,101,CUSTODIAN - AIRPORT,1996-03-28,0.0,0.0,0.0
16330,25577,Female,Black,Active,AIRPORTS,101,SR ADMINISTRATIVE CLERK,1996-04-15,0.0,60844.32,60844.32
773,24230,Female,Black,Active,AIRPORTS,101,ADMINISTRATIVE CLERK,1996-07-08,0.0,53473.68,53473.68
12749,56337,Female,Asian,Active,AIRPORTS,101,AIRPORT GUIDE I,1996-08-05,2184.31,39713.76,41898.07
17462,36352,Female,Black,Active,AIRPORTS,101,SR ADMINISTRATIVE CLERK,1996-08-06,0.0,66001.68,66001.68
5612,43296,Female,Black,Active,AIRPORTS,101,SR ADMINISTRATIVE CLERK,1996-09-01,0.0,66001.68,66001.68
5422,38232,Female,Caucasian,Active,AIRPORTS,101,AIRPORT GUIDE II,1996-09-03,0.0,41864.4,41864.4
4863,60792,Female,Caucasian,Active,AIRPORTS,101,AIRPORT GUIDE II,1996-09-16,2302.54,41864.4,44166.94
13900,60837,Female,Hispanic,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1996-09-30,2621.75,47669.04,50290.79
11105,41406,Female,Caucasian,Active,AIRPORTS,101,SR COMMUN OPERATOR II,1996-10-27,0.0,79636.32,79636.32
13137,52586,Female,Black,Active,AIRPORTS,101,MANAGEMENT ANALYST,1996-10-28,0.0,100307.52,100307.52
1835,38288,Female,Black,Active,AIRPORTS,101,CUSTODIAN SUPERVISOR,1996-11-17,3240.84,58923.36,62164.2
6312,47224,Female,Caucasian,Active,AIRPORTS,101,AIRPORT POLICE SGT I,1996-11-26,6682.91,116218.08,122900.99
8869,29283,Female,Black,Active,AIRPORTS,101,ASSISTANT AIRPORT MANAGER,1997-01-05,0.0,155556.0,155556.0
13511,58721,Female,Filipino,Active,AIRPORTS,101,SECRETARY,1997-01-07,0.0,71722.8,71722.8
207,20445,Female,Black,Active,AIRPORTS,101,MANAGEMENT ANALYST,1997-01-13,0.0,82935.36,82935.36
75,15478,Female,Black,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1997-03-03,2621.75,47669.04,50290.79
8106,16982,Female,Hispanic,Active,AIRPORTS,101,SECRETARY,1997-03-10,0.0,71722.8,71722.8
17105,15548,Female,Black,Active,AIRPORTS,101,SR SECURITY OFFICER,1997-03-16,8848.42,64352.16,73200.58
30098,141192,Female,Black,Active,AIRPORTS,101,COMMUN INFO REP III,1997-03-17,3906.91,71033.76,74940.67
2946,46282,Female,Black,Active,AIRPORTS,101,BUS OPERATOR,1997-04-27,0.0,70553.52,70553.52
11228,44519,Female,Black,Active,AIRPORTS,101,BUS OPERATOR,1997-04-27,0.0,70553.52,70553.52
12276,44656,Female,Hispanic,Active,AIRPORTS,101,EXEC ADMIN ASST II,1997-05-11,0.0,79573.68,79573.68
4802,25269,Female,Hispanic,Active,AIRPORTS,101,PARK MAINT SUPVR/AP,1997-05-28,0.0,70010.64,70010.64
18313,38959,Female,Filipino,Active,AIRPORTS,101,INFO SYSTEM MGR II,1997-06-08,0.0,175120.56,175120.56
9637,32159,Female,Filipino,Active,AIRPORTS,101,MANAGEMENT ANALYST,1997-06-30,0.0,100307.52,100307.52
2015,42849,Female,Asian,Active,AIRPORTS,101,AIRPORTS MTCE SUPVR III,1997-07-08,0.0,103815.36,103815.36
3403,60566,Female,Hispanic,Active,AIRPORTS,101,ACCOUNTING CLERK,1997-08-13,0.0,49005.36,49005.36
13279,57479,Female,Asian,Active,AIRPORTS,101,COMMISSION EXEC ASST I,1997-09-29,0.0,79156.08,79156.08
5935,48913,Female,Filipino,Active,AIRPORTS,101,SR MGMT ANALYST II,1997-10-14,0.0,114944.4,114944.4
15171,28375,Female,Black,Active,AIRPORTS,101,MANAGEMENT ASSISTANT,1997-10-20,0.0,71326.08,71326.08
8888,28154,Female,Black,Active,AIRPORTS,101,SR REAL ESTATE OFFICER,1997-10-27,0.0,100787.76,100787.76
3513,50073,Female,Hispanic,Active,AIRPORTS,101,SECURITY OFFICER,1997-10-27,8084.74,58798.08,66882.82
12184,45474,Female,Hispanic,Active,AIRPORTS,101,BUILDING REPAIRER I,1997-10-27,0.0,63182.88,63182.88
9668,39567,Female,Black,Active,AIRPORTS,101,CUSTODIAN SUPERVISOR,1997-10-27,0.0,58923.36,58923.36
16210,51380,Female,Black,Active,AIRPORTS,101,CH MANAGEMENT ANALYST,1997-11-09,0.0,161423.28,161423.28
1456,36490,Female,Asian,Active,AIRPORTS,101,SYSTEMS PROGRAMMER III,1997-11-09,0.0,145116.0,145116.0
2163,48450,Female,Black,Active,AIRPORTS,101,SR MGMT ANALYST II,1997-11-09,0.0,131648.4,131648.4
15127,47167,Female,Hispanic,Active,AIRPORTS,101,MANAGEMENT ANALYST,1997-11-24,0.0,80722.08,80722.08
15166,60174,Female,Hispanic,Active,AIRPORTS,101,MANAGEMENT ASSISTANT,1998-01-04,0.0,71326.08,71326.08
643,14209,Female,Black,Active,AIRPORTS,101,SECURITY OFFICER,1998-01-12,11318.53,58798.08,70116.61
6164,19226,Female,Hispanic,Active,AIRPORTS,101,SYSTEMS ANALYST,1998-02-17,0.0,100307.52,100307.52
12412,55131,Female,Black,Active,AIRPORTS,101,MANAGEMENT ANALYST,1998-03-01,0.0,100307.52,100307.52
8314,17999,Female,Black,Active,AIRPORTS,101,PROPERTY MANAGER III,1998-03-29,0.0,166121.28,166121.28
13740,60138,Female,Black,Active,AIRPORTS,101,ACCOUNTING CLERK,1998-04-13,0.0,69697.44,69697.44
13895,60793,Female,Asian,Active,AIRPORTS,101,SR SYSTEMS ANALYST II,1998-04-27,0.0,131669.28,131669.28
3786,58898,Female,Hispanic,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1998-05-01,5243.75,47669.04,52912.79
3701,59419,Female,Hispanic,Active,AIRPORTS,101,MAINTENANCE ASST,1998-05-01,1389.04,50508.72,51897.76
935,29052,Female,Black,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1998-05-01,3932.75,47669.04,51601.79
15874,60483,Female,Hispanic,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1998-05-01,3932.75,47669.04,51601.79
8484,19819,Female,Hispanic,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1998-05-01,2621.75,47669.04,50290.79
18214,60370,Female,Hispanic,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1998-05-01,2621.75,47669.04,50290.79
9118,23858,Female,Hispanic,Leave,AIRPORTS,101,CUSTODIAN - AIRPORT,1998-05-01,2570.07,46729.44,49299.51
12257,60901,Female,Hispanic,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1998-05-01,0.0,47669.04,47669.04
13510,58716,Female,Hispanic,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1998-05-01,0.0,47669.04,47669.04
15163,59712,Female,Hispanic,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1998-05-01,0.0,47669.04,47669.04
16012,57442,Female,Hispanic,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1998-05-01,0.0,47669.04,47669.04
18215,60448,Female,Hispanic,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1998-05-01,0.0,47669.04,47669.04
18207,53816,Female,Black,Active,AIRPORTS,101,CUSTODIAN SUPERVISOR,1998-05-04,0.0,58923.36,58923.36
2633,54008,Female,Black,Active,AIRPORTS,101,DIR OF AIRPRTS ADMINSN,1998-05-25,0.0,205897.68,205897.68
13875,60631,Female,Hispanic,Active,AIRPORTS,101,CUSTODIAN SUPERVISOR,1998-05-29,4731.93,57357.36,62089.29
2103,43775,Female,Filipino,Active,AIRPORTS,101,MANAGEMENT ANALYST,1998-06-29,0.0,100307.52,100307.52
9640,32176,Female,Asian,Active,AIRPORTS,101,EXEC ADMIN ASST II,1998-07-06,0.0,86317.92,86317.92
5815,50049,Female,Black,Active,AIRPORTS,101,SR ADMINISTRATIVE CLERK,1998-07-19,0.0,66001.68,66001.68
2332,36709,Female,Hispanic,Active,AIRPORTS,101,CH AIRPORT PLAN II,1998-07-20,0.0,161423.28,161423.28
6605,55263,Female,Black,Leave,AIRPORTS,101,PR COMMUNICATIONS OPER,1998-08-02,3904.56,70010.64,73915.2
10134,34379,Female,Black,Active,AIRPORTS,101,MANAGEMENT ANALYST,1998-08-17,0.0,82935.36,82935.36
10628,39848,Female,Black,Active,AIRPORTS,101,SR ADMINISTRATIVE CLERK,1998-08-31,3629.99,66001.68,69631.67
2934,45892,Female,Black,Active,AIRPORTS,101,CUSTODIAN SUPERVISOR,1998-08-31,3240.84,58923.36,62164.2
11048,36340,Female,Black,Active,AIRPORTS,101,COMMUN INFO REP III,1998-09-09,0.0,71033.76,71033.76
7670,20016,Female,Caucasian,Active,AIRPORTS,101,CUSTODIAN SUPERVISOR,1998-09-21,3240.84,58923.36,62164.2
15670,54754,Female,Hispanic,Active,AIRPORTS,101,CUSTODIAN SUPERVISOR,1998-09-21,0.0,58923.36,58923.36
5229,36585,Female,Asian,Active,AIRPORTS,101,SR AUDITOR,1998-09-28,0.0,106362.72,106362.72
17712,38765,Female,Filipino,Active,AIRPORTS,101,INFO SYSTEM MGR II,1998-10-05,0.0,165870.72,165870.72
11724,48328,Female,Filipino,Active,AIRPORTS,101,MANAGEMENT ANALYST,1998-10-13,0.0,100307.52,100307.52
14657,34388,Female,Black,Active,AIRPORTS,101,CUSTODIAN - AIRPORT,1998-10-13,2621.75,47669.04,50290.79
3985,57749,Female,Hispanic,Active,AIRPORTS,101,AIRPORT GUIDE I,1998-10-13,4368.62,39713.76,44082.38
13664,59385,Female,Asian,Active,AIRPORTS,101,AIRPORT GUIDE I,1998-10-13,4368.62,39713.76,44082.38
4457,19054,Female,Hispanic,Active,AIRPORTS,101,AIRPORT GUIDE I,1998-10-13,2184.31,39713.76,41898.07
11123,41086,Female,Caucasian,Active,AIRPORTS,101,AIRPORT GUIDE I,1998-10-13,2184.31,39713.76,41898.07
9927,40806,Female,Black,Active,AIRPORTS,101,AIRPORT POLICE SGT II,1998-10-15,7069.71,122690.88,129760.59
3208,36087,Female,Black,Active,AIRPORTS,101,REAL ESTATE OFCR-AIRPORT,1998-10-26,0.0,92707.2,92707.2
16629,49731,Female,Hispanic,Active,AIRPORTS,101,SR COMMUN OPERATOR II,1998-11-08,4380.1,79636.32,84016.42
8426,19451,Female,Black,Active,AIRPORTS,101,SECURITY OFFICER,1998-11-09,8084.74,58798.08,66882.82
2195,35111,Female,Black,Active,AIRPORTS,101,SR ADMINISTRATIVE CLERK,1998-11-24,0.0,66001.68,66001.68
12842,52070,Female,Caucasian,Active,AIRPORTS,101,PROPERTY MANAGER IV,1998-12-07,0.0,170255.52,170255.52
8836,28171,Female,Hispanic,Active,AIRPORTS,101,SR ADMINISTRATIVE CLERK,1998-12-07,0.0,66001.68,66001.68
3268,53453,Female,Hispanic,Active,AIRPORTS,101,GARDENER CARETAKER,1998-12-07,1552.17,56438.64,57990.81
13703,30460,Female,Black,Active,AIRPORTS,101,SECURITY OFFICER,1998-12-21,8084.74,58798.08,66882.82
14609,31958,Female,Black,Active,AIRPORTS,101,SR MGMT ANALYST I,1999-01-17,0.0,106279.2,106279.2
1628,39710,Female,Filipino,Active,AIRPORTS,101,PUB INFO DIRECTOR I,1999-01-19,0.0,113816.88,113816.88
3297,52271,Female,Black,Active,AIRPORTS,101,SECURITY OFFICER,1999-01-19,0.0,58798.08,58798.08
13866,16390,Female,Black,Active,AIRPORTS,101,SECURITY OFFICER,1999-01-19,0.0,58798.08,58798.08
5457,54060,Female,Black,Active,AIRPORTS,101,SR ADMINISTRATIVE CLERK,1999-01-19,0.0,57628.8,57628.8
3134,38118,Female,Hispanic,Active,AIRPORTS,101,AIRPORT POLICE OFCR III,1999-01-25,29774.88,98177.76,127952.64
8968,24539,Female,Black,Active,AIRPORTS,101,AIRPORT POLICE SGT II,1999-01-25,0.0,122690.88,122690.88
9810,31963,Female,Black,Active,AIRPORTS,101,MANAGEMENT ANALYST,1999-02-01,0.0,95004.0,95004.0
12473,54142,Female,Black,Active,AIRPORTS,101,SR SECURITY OFFICER,1999-02-01,3539.42,64352.16,67891.58
6546,58695,Female,Hispanic,Active,AIRPORTS,101,SECURITY OFFICER,1999-02-08,4850.69,58798.08,63648.77
